,user_account,tweet,tweet_clean,label
401,@RaisaTjokrodnta,"Kenapa grafik draft RUU Ciptakerja mirip dengan grafik pertumbuham ekonomi kita yg nyungsep?
Ada yg tahu jawabannya?",grafik draf rancang undang undang cipta kerja grafik tumbuh ekonomi nyungsep jawab,0
402,@GendokC,"Membalas 
@ge_je_
 @susipudjiastuti
 dan 
@detikcomgugling mas kerik aja draft Ruu cipta kerja, total halaman 1028",balas mas kerik draf rancang undang undang cipta kerja total halaman,1
403,@urkerfufflepal,"ada partai yang nolak ruu ciptakerja, akhirnya dicari celahnya biar ancur. wkwkwk.

negara, kerjaan mu.. sekelas acara tv mewek”an saja.

negaraku macam wahabi, beda dikit musuhan.",partai tolak rancang undang undang cipta kerja cari celah biar hancur negara kerja kelas acara televisi mewek an negara wahabi beda musuh,0
404,@memiii_____,"Membalas 
@01Hariyan
 @account4044
 dan 
@TRANS7Ya Indonesia contohnya. Selai masalah ketenagakerjaan, RUU Cipta Kerja juga bisa menjadi masalah bagi lingkungan karena memberikan 'karpet merah' kepada industri batu bara yang notabenenya adalah industri 'kotor'.",balas indonesia contoh selai ketenagakerjaan rancang undang undang cipta kerja lingkung karpet merah industri batu bara notabene industri kotor,1
405,@selfmirror_,"Tetap berpikir positif di saat genting.
UU Cipta Kerja sudah melewati proses panjang sampai di sahkan.

Menaker: Pembahasan RUU Cipta Kerja transparan dan demokratis

#OmnibusLawTransparan",pikir positif genting undang undang cipta kerja lewat proses sah menteri ketenagakerjaan bahas rancang undang undang cipta kerja transparan demokratis,1
406,@yeolllim,"Membalas 
@Na_Rendrr
 dan 
@WINNARHV27Mmf jbjb,, ak prnh stalk akun dia, dia gaada samsek nge tweet tntg KPop (kecuali ngajak war) trs smua retweet dia juga tntg RUU cipta kerja semua gaada KPop KPop an, yg ak tkutin sih dia itu org yg cuma nyamar2 jd kpopers gt, tpi idk jg sih",balas join bareng kuntit akun tweet kpop kecuali ajak perang tweet ulang rancang undang undang cipta kerja kpop kpop an takut sih orang kpop sih,1
407,@nayalho,"Omnibus Law RUU Cipta Kerja Dibahas Transparan dan Hati-Hati. 
#OmnibusLawTransparan",omnibus law rancang undang undang cipta kerja bahas transparan hati hati,1
408,@DSutiyanti,"Riset yg dilakukan Departemen Statistika Institut Pertanian Bogor yang menggelar survei pada 2-7 Maret 2020 lalu mengungkapkn sebanyak 86 % responden yg berasal dari pekerja dan calon pekerja yakin bila RUU Cipta Kerja mampu menciptakan lapangan kerja

#OmnibusLawTaatProsedural",riset departemen statistika institut tani bogor gelar survei maret responden asal kerja calon kerja rancang undang undang cipta kerja cipta lapang kerja,1
409,@DahlanMahmud,"Menkoinfo sangat tegas menghadapi perempuan yang asal bunyi (asbun) seakan merasa ikut membahas RUU Cipta Kerja, padahal tidak pernah duduk diparlemen, sebaiknya menkoinfo tidak meladeni argument yang tidak akurat, yang selama ini dijadikan alat utk menyudutkan pemerintah dan DPRTweet Kutipan
Decky Andrea Sofyan
@AndreaDecky
 · 15 Okt
Setiap kali kita membuka mulut, berbicara, kita sebenarnya sedang mempertontonkan kepribadian kita sebenarnya. 
Kasihan anda pak menteri!! twitter.com/M_Asmara1701/s…",menteri komuninkasi informatika hadap perempuan bunyi bunyi akan bahas rancang undang undang cipta kerja duduk parlemen menteri komuninkasi informatika laden argumen akurat jadi alat sudut perintah dewan wakil rakyat tweet kutip decky andrea sofyan oktober kali buka mulut bicara tonton pribadi kasihan menteri s,1
410,Nêng Añy@r,"Lebih 90% rakyat (termasuk para anggota DPR) belum membaca draft UU Cipta Kerja. Siapa yg kuat menelaah dan membaca 1.000 halaman?
@FHUGM
 menyusun ""Catatan Kritis Dan Rekomendasi Terhadap RUU Cipta Kerja"". Catatan Kritis ini bisa jadi solusi terbaik.

https://rispub.law.ugm.ac.id/2020/03/13/kertas-kebijakan-catatan-kritis-dan-rekomendasi-terhadap-ruu-cipta-kerja/…",rakyat anggota dewan wakil rakyat baca draf undang undang cipta kerja kuat telaah baca halaman susun catat kritis rekomendasi rancang undang undang cipta kerja catat kritis solusi baik,1
