,user_account,tweet,tweet_clean,label
701,@proklamatorbaru,"Meluruskan hoax yang beredar tentang RUU Cipta Kerja!!
Agar jangan mudah terprovokasi

Awas Korona #KadrunMakarTunggangiOBL",lurus hoax edar rancang undang undang cipta kerja mudah provokasi awas corona,1
702,@_daRNo_,"RUU OBL Cipta Kerja masuk Tahap Finalisasi 15 Januari 2020

#OmnibusLawTaatProsedural",rancang undang undang omnibus law cipta kerja masuk tahap final januari,1
703,@Satbinmaskubur1,"Hi!Pontianak - Seorang peserta aksi unjuk rasa menolak omnibus law RUU cipta kerja di depan DPRD Kalbar, Selasa (13/10), terpaksa harus diberikan perawatan medis. Ia tiba-tiba lemas, di dekat pagar pintu masuk kantor DPRD Kalbar.

https://kumparan.com/hipontianak/peserta-demo-tolak-omnibus-law-di-pontianak-yang-kelelahan-dievakuasi-polisi-1uNkC7pSNKz?utm_source=kumMobile&utm_medium=whatsapp&utm_campaign=share&shareID=cJzKzIG9eqRa…",hai pontianak serta aksi unjuk tolak omnibus law rancang undang undang cipta kerja dewan wakil rakyat daerah kalimantan barat selasa paksa awat medis lemas pagar pintu masuk kantor dewan wakil rakyat daerah kalimantan barat,1
704,@AdeHudan,"Membalas 
@DiwaAulia
 dan 
@yourgalbaeSoal RUU cipta kerja bang,kenapa cipta kerja cuma single.knp gak rilis EP atau album.kan lagunya begini nadanya begitu",balas rancang undang undang cipta kerja bang cipta kerja single rilis episode album lagu nada,1
705,@imedianid,"Sebelumnya beredar draf RUU Cipta Kerja dengan tebal 1208. 905 dan 1035 halaman...

Beredar Draf Terbaru RUU Cipta Kerja Setebal 812 Halaman, Ini yang Final? https://imedia.id/2020/10/beredar-draf-terbaru-ruu-cipta-kerja-setebal-812-halaman-ini-yang-final/…",edar draf rancang undang undang cipta kerja tebal halaman edar draf baru rancang undang undang cipta kerja tebal halaman final,1
706,@MamiaAja,"Pada 7 Februari 2020, Presiden selaku Kepala Negara, menyampaikan RUU Cipta Kerja kepada DPR RI.

#OmnibusLawTaatProsedural",februari presiden kepala negara rancang undang undang cipta kerja dewan wakil rakyat rakyat indonesia,1
707,@bangyupi_006,"Ruu sapuh jagad untuk menenggelamkan rakyat

RUU Cipta Kerja Tenggelamkan Nelayan Kecil dan TradisionalRUU Cipta Kerja Tenggelamkan Nelayan Kecil dan Tradisional - Greenpeace Indonesia
Jakarta, 7 Oktober 2020 – Koalisi Masyarakat Sipil untuk Perikanan dan Kelautan Berkelanjutan (KORAL) secara tegas menolak RUU Cipta Kerja yang disahkan Dewan Perwakilan Rakyat (DPR) pada Senin...
greenpeace.org",rancang undang undang sapu jagad tenggelam rakyat rancang undang undang cipta kerja tenggelam nelayan tradisional rancang undang undang cipta kerja tenggelam nelayan tradisional greenpeace indonesia jakarta oktober koalisi masyarakat sipil ikan laut lanjut koral tolak rancang undang undang cipta kerja sah dewan wakil rakyat dewan wakil rakyat senin greenpeace orang,0
708,@Mtuhasan02,"Membalas 
@Robert__MosesSepakat kita dukung.lewat RUU cipta Kerja utk

#CegahKorupsiDenganOBL",balas dukung rancang undang undang cipta kerja,1
709,@tribunnewswiki,"RUU Cipta Kerja Disahkan, Apakah Pekerja yang Mengundurkan Diri Dapat Pesangon?RUU Cipta Kerja Disahkan, Apakah Pekerja yang Mengundurkan Diri Dapat Pesangon? - Tribunnewswiki.com
UU Cipta Kerja membuka peluang bagi pekerja yang mengundurkan diri untuk menerima pesangon sama seperti pekerja yang terkena PHK.
tribunnewswiki.com",rancang undang undang cipta kerja sah kerja undur sangon rancang undang undang cipta kerja sah kerja undur sangon undang undang cipta kerja buka peluang kerja undur terima sangon kerja kena phk,1
710,@willona_007,"-
4. DIAJUKAN ke DPR RI

Tanggal 12 Pebruari  2020
Naskah RUU Cipta Kerja dan Surat Presiden kepada ketua 
@DPR_RI
 dan wakil ketua, melalui Menko Perekonomian bersama Menteri terkait

#OmnibusLawTaatProsedural",aju dewan wakil rakyat rakyat indonesia tanggal februari naskah rancang undang undang cipta kerja surat presiden ketua wakil ketua menteri koordinator ekonomi menteri kait,1
711,@kemenkopmk,"Halo #SahabatPMK , sejak awal Pemerintah menyampaikan RUU Cipta Kerja pada 14 Februari 2020, naskahnya sudah bisa diakses di laman resmi https://ekon.go.id/info-sektoral/15/6/dokumen-ruu-cipta-kerja…

#OmnibusLawTransparanKemenko Perekonomian RI",halo perintah rancang undang undang cipta kerja februari naskah akses laman resmi,1
712,@mitatarmila,Prabowo lalu menyoroti aksi pembakaran dalam demo menolak omnibus law RUU Cipta Kerja. Prabowo yakin ada dalangnya dan itu pihak asing.,prabowo sorot aksi bakar demo tolak omnibus law rancang undang undang cipta kerja prabowo dalang asing,1
713,@FPKSDPRRI,"QnA RUU Cipta Kerja.

Bagaimana proses penolakan PKS selama ini terhadap RUU Cipta Kerja ?

#fraksipksdprri
#berkhidmatuntukrakyat 
#pksawasikabinet 
#pkstolakOmnibuslaw 
#BatalkanCiptaker",sesi rancang undang undang cipta kerja proses tolak pks rancang undang undang cipta kerja,1
714,@upik_dk,"Cukup banyak pihak yang sebenarnya belum mengerti dan memahami secara keseluruhan isi dari RUU Cipta Kerja. Jadi kalau ada berita jangan langsung diterima gitu aja, cari dulu lah faktanya kek gimana  #DamaiIndonesiaPulih",erti paham isi rancang undang undang cipta kerja berita langsung terima cari fakta kayak,1
715,@farid_wajdi70,"Tuips, kuyy menyimak kuliah 
@feriamsari
 soal aksi demo RUU Cipta Kerja dan isu menurunkan presiden",tuips ayo simak kuliah aksi demo rancang undang undang cipta kerja isu turun presiden,1
716,@ORoegian,"Membalas 
@nahdlatululama
 dan 
@saidaqilApa pihak yg setuju dan yg menolak pegang asli UU Cipta Kerja yg telah disahkan? Kalau2 cuma pegang copy RUU yg artinya, sikap SETUJU atau MENOLAK jadi INVALID !!",balas tuju tolak pegang asli undang undang cipta kerja sah pegang copy rancang undang undang sikap tuju tolak invalid,0
717,@panitiaasbmptn,"Membalas 
@sweetieeyzRUU cipta kerja, RUU KUHP, RUU KPK",balas cipta kerja rancang undang undang kitab undang undang hukum pidana rancang undang undang kpk,1
718,@Hanifah933,"Tuips yuk disimak Mekanisme Penyusunan Awal dari RUU Cipta Kerja agar bisa tahu urut2anny biar g terjadi Kesalahpaham Informasi ! 

#OmnibusLawTaatProsedural",tuips ayo simak mekanisme susun rancang undang undang cipta kerja biar g salah paham informasi,1
719,@felixielcvie,"Membalas 
@chocolatemantul
 dan 
@ensitiassambleFb yaa
TOLAK RUU CIPTA KERJA

#GagalkanOmnibusLaw
#JegalSampaiGagal
#JEGALSAMPAIBATAL
#MosiTidakPercaya
#DPRRIKhianatiRakyat
#TolakOmnibusLaw
#tolakruuciptakerja
#BatalkanOmnibusLaw",balas ya tolak rancang undang undang cipta kerja,1
