,user_account,tweet,tweet_clean,label
801,@wahiidysys_14,Apa kabar covid-19 di tengah tengah RUU cipta kerja,kabar covid rancang undang undang cipta kerja,1
802,@indozonemedia,"Pria ini memakai jaket almamater temannya dan melakukan perusakan terhadap mobil polisi. #KAMUHARUSTAU #penyusup #RUUCiptaKerja #OmnibusLawIni Penyusup yang Tunggangi Demo RUU Ciptaker, Bukan Mahasiswa dan Rusak Mobil Polisi | Indozone.id
Seorang penyusup demo RUU Cipta Kerja ditangkap polisi
indozone.id",pria pakai jaket almamater teman rusa mobil polisi susup tunggang demo rancang undang undang cipta kerja mahasiswa rusak mobil polisi indozone susup demo rancang undang undang cipta kerja tangkap polisi indozone,1
803,@Yubi666,"Semua fraksi sdh setuju bahas RUU Cipta Kerja , aneh aja setelah di sahkan jadi UU , koq ada fraksi / Parpol yg malah jegal ? 
Napa gk dri awal ? Ga komit  nech 
#OmnibusLawTransparan",fraksi tuju bahas rancang undang undang cipta kerja aneh sah undang undang fraksi partai politik jegal komit,1
804,@bealiviana17,"Membalas 
@tunggadewinsGemes parah. Geus lah WonJunShu teh rek di sah keun war di ruu cipta kerja bea",balas parah won junshu teh sah perang rancang undang undang cipta kerja bea,0
805,@polisiterentang,"Aksi unjuk rasa menolak omnibus law RUU cipta kerja di depan DPRD Kalbar, Selasa (13/10). Berjalan aman dan damai.

#PoldaKalbar
#humaspolreskuburaya
#UnrasDamaiPontianak
#UnrasOmnibuslawDamaidiPontianak",aksi unjuk tolak omnibus law rancang undang undang cipta kerja dewan wakil rakyat daerah kalimantan barat selasa jalan aman damai,1
806,@maximilan_angel,"Kepolisian yang menindaklanjuti kasus dan dalang dari kerusuhan demo memprotes RUU Cipta Kerja itu, sehingga dapat dinaikkan menjadi P21  https://m.liputan6.com/amp/4381088/bin-sebut-sudah-petakan-dalang-kerusuhan-demo-ruu-cipta-kerja?utm_source=Mobile&utm_medium=twitter&utm_campaign=Share_Top&__twitter_impression=true…",polisi menindaklanjuti dalang rusuh demo protes rancang undang undang cipta kerja naik,1
807,@yr_rr79,"Setelah dipikir-pikir, mahasiswa dan DPR ternyata punya kesamaan.

suka menggunakan SKS ( Sistem Kebut Semalam )

Bedanya mahasiswa mengerjakan laporan untuk mendapatkan nilai.

Sementara DPR mengesahkan RUU menjadi UU Cipta kerja/Omnibus law.
Tujuannya apa, kalian lebih tahu lah",pikir pikir mahasiswa dewan wakil rakyat sama suka sks sistem kebut malam beda mahasiswa lapor nilai dewan wakil rakyat kesah rancang undang undang undang undang cipta kerja omnibus law tuju,1
808,@djki_indonesia,"Haloo #TemanKI, sekarang lagi rame nih ya bahas Penyusunan RUU Cipta Kerja. Kalian tau ngga, kalo penyusunan RUU ini telah melalui proses yang panjang lho. Coba disimak thread Yomin ini ya
 
#KumhamPasti
#OmnibusLawTaatProsedural
#Kumham22",halo ramai ya bahas susun rancang undang undang cipta kerja susun rancang undang undang proses coba simak utas yomin ya,1
809,@JAsyikk,"RUU cipta kerja mewajibkan agar korporasi yg menguasai lahan supaya bisa di manfaatkan lahannya untuk para petani yg berada di sekitarnya
#OmnibusLawPetaniSejahtera",rancang undang undang cipta kerja wajib korporasi kuasa lahan manfaat lahan tani,1
810,@RosidinBrawija4,Percuma gugat RUU Cipta kerja ke MK dan ini alasannya,gugat rancang undang undang cipta kerja mahkamah konstitusi alas,0
