,user_account,tweet,tweet_clean,label
201,@nur_handayani__,"Membalas 
@TRANS7Yg udah baca keseluruhan RUU Cipta Kerja itu hanya Bapak dan atau Ibu yg bertugas ngetik itu kitab ",balas baca rancang undang undang cipta kerja tugas ketik kitab,1
202,@AbdRachim12,"MUI Larang Investasi RUU Cipta Kerja dari Judi dan NarkotikaMUI Larang Investasi RUU Cipta Kerja dari Judi dan Narkotika
REPUBLIKA.CO.ID,JAKARTA Majelis Ulama Indonesia (MUI) memberikan pandangan dan sikap terkait Rancangan Undang Undang (RUU) Cipta Kerja yang sedang dikaji oleh DPR dan pemerintah. Salah satu sikap MUI...
republika.co.id",majelis ulama indonesia larang investasi rancang undang undang cipta kerja judi narkotika larang investasi rancang undang undang cipta kerja judi narkotika republik jakarta majelis ulama indonesia majelis ulama indonesia pandang sikap kait rancang undang undang rancang undang undang cipta kerja kaji dewan wakil rakyat perintah salah sikap majelis ulama indonesia republik,1
203,@PDemokrat,"""Pagi ini (13/10), saya membaca headline Koran Tempo dan Kompas. Kedua harian nasional itu menyoroti tentang dugaan cacat formil dalam UU Cipta Kerja. Dugaan ini didasarkan pada Draf Final RUU Ciptaker yang dikabarkan berubah-ubah""

--AHY",pagi baca headline koran tempo kompas hari nasional sorot duga cacat formal undang undang cipta kerja duga dasar draf final rancang undang undang cipta kerja kabar ubah ubah,1
204,@jitoe02,"Slamet mengatakan, selain menolak RUU Cipta Kerja, terdapat beberapa poin yang akan disuarakan. Di antaranya selamatkan NKRI dan kaum buruh, dan bubarkan BPIP, serta ganyang China komunis si dalang.

Awas Korona #KadrunMakarTunggangiOBL",selamat tolak rancang undang undang cipta kerja poin suara selamat negara satu republik indonesia kaum buruh bubar badan bina ideologi pancasila ganyang cina komunis si dalang awas corona,1
205,@annisanrhsnah,"semakin didenger debat di mata najwa hari ini, semakin bingung gue sama ruu cipta kerja. (((yang berakibat semakin lama juga w start tugasnya
)))......",dengar debat mata najwa bingung rancang undang undang cipta kerja akibat w start tugas,1
206,@wa_puspa,"Sejalan dengan pemikiran Prof Wihana, ekonom dari Universitas Muhammadiyah Yogyakarta (UMY) Ahmad Ma’ruf mengatakan bahwa Omnibus Law RUU Cipta Kerja dinilai mampu mengakselerasi dan menstimulus ekonomi rakyat.  #OmnibusLawUntungkanBuruhOmnibus Law Cipta Kerja Bermanfaat Bagi Pekerja
Oleh : Raavi Ramadhan )* Pihak yang menolak Rancangan Undang-undang Cipta Kerja (RUU Ciptaker) belum tentu paham akan kepentingan dan manfaat besar dari aturan tersebut. Padahal Omnibus Law Cipta...
klikwarta.com",jalan pikir prof wihana ekonomi universitas muhammadiyah yogyakarta umy ahmad ma ruf omnibus law rancang undang undang cipta kerja nilai akselerasi stimulus ekonomi rakyat law cipta kerja manfaat kerja raavi ramadhan tolak rancang undang undang cipta kerja rancang undang undang cipta kerja paham penting manfaat atur omnibus law cipta,1
207,@pangamanuwu,"Serius nanya, RUU Cipta Kerja yang baru disahkan itu semua butirnya salah atau sebagian aja?",serius rancang undang undang cipta kerja sah butir salah,1
208,@pandu_tri26,"Udah kebaca dari awal, mangkanya enggak mau ikut ikutan bicara soal RUU cipta kerja, toh yg di infokan di sosmed HOAX semua kok",baca mangkanya ikut bicara rancang undang undang cipta kerja info sosial media hoax,0
209,@opsiin,"BIN Sebut Tahu Dalang Demo Penolakan RUU Cipta Kerja ke Publik, Fahri Hamzah: Tidak Boleh, Please! – Zona JakartaBIN Sebut Tahu Dalang Demo Penolakan RUU Cipta Kerja ke Publik, Fahri Hamzah: Tidak Boleh, Please!...
BIN Sebut Tahu Dalang Demo Penolakan RUU Cipta Kerja ke Publik, Fahri Hamzah: Tidak Boleh, Please! – Zona Jakarta Zonajakarta.com- Demonstrasi masa penolak RUU Cipta Kerja alias Omnibus Law y…
impormasi.wordpress.com",bin dalang demo tolak rancang undang undang cipta kerja publik fahri hamzah tolong zona jakarta bin dalang demo tolak rancang undang undang cipta kerja publik fahri hamzah tolong bin dalang demo tolak rancang undang undang cipta kerja publik fahri hamzah tolong zona jakarta demonstrasi tolak rancang undang undang cipta kerja alias omnibus law y informasi,1
210,@RssfForever,"Omnibus Law Cipta Kerja merupakan RUU usulan Jokowi dan masuk sebagai RUU Prioritas Tahun 2020 dalam Program Legislasi Nasional Tahun 2020. #OBLBuatRakyatSejahtera3 Manfaat UU Cipta Kerja untuk Rakyat Seperti yang Diklaim Jokowi Halaman all - Kompas.com
Presiden Joko Widodo (Jokowi) membeberkan 3 manfaat besar dari disahkannya RUU Omnibus Law Cipta Kerja menjadi UU Cipta Kerja. Halaman all
money.kompas.com",omnibus law cipta kerja rancang undang undang usul jokowi masuk rancang undang undang prioritas tahi program legislasi nasional tahi manfaat undang undang cipta kerja rakyat klaim jokowi halaman all presiden joko widodo jokowi beber manfaat sah rancang undang undang omnibus law cipta kerja undang undang cipta kerja halaman all money,1
211,@Lady_Medussa,Tolong ada yg masih nyimpen trit ttg RUU Cipta kerja kemaren ga?,tolong simpan utas rancang undang undang cipta kerja kemarin,1
212,@superrsid,"Membalas 
@CNNIndonesiaJadi yang Punya draft RUU/UU Cipta kerja yg disahkan, jika bukan dari link resmi bisa di tuduh menyebarkan hoax.. 

ehh gimana sikk ",balas draf rancang undang undang undang undang cipta kerja sah link resmi tuduh sebar hoax sih,1
213,@silviaA03016926,Dengan adanya Omnibus Law RUU Cipta kerja menjadikan Indonesia menjadi lebih baik,omnibus law rancang undang undang cipta kerja jadi indonesia,1
214,@03__nakula,"Tahapan berikut nya draft disampaikan ke presiden, lalu presiden adakan rapat terbatas RUU Omnibus Law Cipta kerja masuk tahap finalisasi 15 Januari 2020.

Kemudian DPR menetapkan RUU cipta kerja sebagian program legislasi nasional prioritas tahun 2020.

#OmnibusLawTaatProseduralWong Agung dan 9 lainnya",tahap draf presiden presiden rapat batas rancang undang undang omnibus law cipta kerja masuk tahap final januari dewan wakil rakyat tetap rancang undang undang cipta kerja program legislasi nasional prioritas tahi agung,1
215,@iqbalangr,"Rapat-Rapat Penentu RUU Cipta KerjaRapat-Rapat Penentu RUU Cipta Kerja - Tirto.ID
Rapat-rapat Cipta Kerja di beberapa hotel menghasilkan beberapa keputusan, yang itu berubah lagi seketika di DPR RI.
tirto.id",rapat rapat tentu rancang undang undang cipta kerja rapat rapat tentu rancang undang undang cipta kerja tirto rapat rapat cipta kerja hotel hasil putus ubah dewan wakil rakyat rakyat indonesia tirto,1
216,@LILApama2011,"Sebelumnya, DPR RI dan pemerintah akhirnya menyepakati Rancangan Undang-Undang (RUU) Cipta Kerja disahkan menjadi Undang-Undang Cipta Kerja.

Waspada Korona
#KAMIFPISampahNKRI",dewan wakil rakyat rakyat indonesia perintah pakat rancang undang undang rancang undang undang cipta kerja sah undang undang cipta kerja waspada corona,1
217,@Boaz_45,"Disatu sisi, Presiden berfikir RUU Cipta Kerja bermanfaat untuk rakyat Indonesia terutama para fresh graduate. Membuka lapangan kerja, mengurangi pengangguran, menaikan devisa negara, dll.
Tapi disisi lain, para oknum memanfaatkan kesempatan emas ini unt kepentingan diri sendiri.",satu sisi presiden pikir rancang undang undang cipta kerja manfaat rakyat indonesia fresh graduate buka lapang kerja kurang anggur naik devisa negara dll sisi oknum manfaat sempat emas penting,1
218,@jenk__kelin,"#OmnibusLawTaatProsedural

Buat yang pengen ngerti tahapan penyusunan RUU Cipta Kerja, yukk simak dikit ulasan ini.",ken erti tahap susun rancang undang undang cipta kerja ayo simak ulas,1
219,@Liz3b3d,"Ratas Presiden : RUU OBL Cipta Kerja masuk Tahap Finalisasi 15 Januari 2020

#OmnibusLawTaatProsedural",rapat batas presiden rancang undang undang omnibus law cipta kerja masuk tahap final januari,1
220,@denni_loyz,"Seperti yang dikatakan Menteri Koordinator bidang Perekonomian 
@airlangga_hrt
, Seluruh proses pembahasan RUU Cipta Kerja dudah secara transparan dan terbuka. 
@PerekonomianRI
#OmnibusLawTransparan",menteri koordinator bidang ekonomi proses bahas rancang undang undang cipta kerja duda transparan buka,1
221,@Mahadewi68,"Semangat utama RUU Cipta Kerja adalah menciptakan lapangan kerja untuk masyarakat yang belum mendapat pekerjaan.
#OmnibusLawUntungkanBuruhRUU Cipta Kerja Bantu Masyarakat Mencari Pekerjaan
Pemerintah mengatakan hadirnya RUU Cipta Kerja yang telah disahkan menjadi Undang-Undang membantu masyarakat mencari pekerjaan.
correcto.id",semangat utama rancang undang undang cipta kerja cipta lapang kerja masyarakat kerja cipta kerja bantu masyarakat cari kerja perintah hadir rancang undang undang cipta kerja sah undang undang bantu masyarakat cari kerja koreksi,1
222,@jambu123D,Maman Abdurahman menyatakan adanya stakeholder tidak dilibatkan dalam proses pembentukan dan pembahasan RUU cipta kerja tidak benar #OmnibusLawTransparan,maman abdurahman stakeholder libat proses bentuk bahas rancang undang undang cipta kerja,1
223,@RicKY_KCh,"Soal UU Cipta Kerja, SBY: Kalau Masih Ada Konflik, Berarti Masih Ada Masalah
Kalau RUU masih ada masalah-masalah yang mungkin serius disahkan, hampir pasti begitu dijalankan nanti menimbulkan masalah yang lebih besar dan lebih luas.Soal UU Cipta Kerja, SBY: Kalau Masih Ada Konflik, Berarti Masih Ada Masalah
Menurut SBY, dalam pembuatan undang-undang, DPR dan pemerintah seharusnya membuka pintu dialog dan konsultasi bagi pihak-pihak yang menolaknya.
nasional.tempo.co",undang undang cipta kerja susilo bambang yudhoyono konflik rancang undang undang serius sah jalan timbul luas undang undang cipta kerja susilo bambang yudhoyono konflik susilo bambang yudhoyono buat undang undang dewan wakil rakyat perintah buka pintu dialog konsultasi tolak nasional tempo,0
224,@InfokomPMK,"Halo, Sobatkom! Beberapa waktu lalu muncul gelombang protes terhadap RUU Cipta Kerja. Banyak juga hoaks yang beredar tentang ketentuan dalam RUU ini, di antaranya mengenai upah minimum, cuti, outsourcing, dan jam kerja.
#RUUCiptaKerja
#omnibuslaw",halo sobat kom muncul gelombang protes rancang undang undang cipta kerja hoax edar tentu rancang undang undang upah minimum cuti outsourcing jam kerja,1
225,@DiniHrdianti,"Kemudian RUU CIPTA KERJA ditetapkan sbg Prolegnas Prioritas tahun 2020.

Dan 
@DPR_RI
 menetapkan RUU CIPTAKER sbg Program Legislasi Nasional (Prolegnas) Prioritas tahun 2020 di Rapat Paripurna pada 22 Januari 2020.

#OmnibusLawTaatProsedural",rancang undang undang cipta kerja tetap program legislatif nasional prioritas tahi tetap rancang undang undang cipta kerja program legislasi nasional program legislatif nasional prioritas tahi rapat paripurna januari,1
226,@KemnakerRI,"Kemnaker terus menyosialisasikan pokok-pokok substansi RUU Cipta Kerja kepada stakeholder. Hari ini, Ibu 
@idafauziyah
 bertemu secara virtual dengan 70 perwakilan dari SP/SB dan pengusaha, peserta Pelatihan Keterampilan Bernegosiasi bagi Pelaku Hubungan Industrial di Yogyakarta.",kemnaker sosialisasi pokok pokok substansi rancang undang undang cipta kerja stakeholder temu virtual wakil sp serikat buruh usaha serta latih terampil negosiasi laku hubung industrial yogyakarta,1
227,@NegaraAPI2,Isu Vs Fakta RUU Cipta Kerja,isu lawan fakta rancang undang undang cipta kerja,1
228,@wayahewayahee,"Political talk |

Dulu, si ""merah"" melalui ""anak wedok"" mengecam kenaikan bbm di jaman presiden dari partai ""biru"".

Now, si ""biru"" melalui ""anak lanang"" berpidato menolak ruu cipta kerja di jaman presiden dari partai ""merah"".

All presidents have legacy - Prof Salim Said",politik bicara si merah anak wanita kecam naik bahan bakar minyak zaman presiden partai biru now si biru anak lanang pidato tolak rancang undang undang cipta kerja zaman presiden partai merah all presiden legacy prof salim said,1
229,@TirzaYosiana,"So, karena jakarta demo dimana mana, salah satu temen gw yang kantornya deket istana negara nge post soal demo hari ini.
Dengan caption, 
""Demo RUU Cipta Kerja yang demo pengangguran. Gak relate""",jakarta demo mana salah teman kantor istana negara post demo caption demo rancang undang undang cipta kerja demo anggur hubung,1
