,user_account,tweet,tweet_clean,label
1001,@rahmadiheru88,"Membalas 
@lukasomanalu@budhihermanto
° saya mengagumi...
 Buya 
@BuyaSyafii
 
penikmat twit-twit Beliau dan tulisan tentang Buya di ;
@SerambiBuya
@the_geotimes
° ""Belum"" baca twit Beliau tentang RUU Cipta Kerja.",balas kagum buya nikmat tweet tweet beliau tulis buya baca tweet beliau rancang undang undang cipta kerja,1
1002,@Dina_ZM12,"Demonstrasi menolak disahkannya omnibus law UU Cipta Kerja masih terjadi di berbagai daerah di Indonesia, hingga Kamis (8/10/2020). Pengesahan RUU Omnibus Law nenambah deret panjang rusaknya sistem demokrasi. Masihkan masyarakat berharap pada sistem ini?
https://youtu.be/atp-NMhWY3A",demonstrasi tolak sah omnibus law undang undang cipta kerja daerah indonesia kamis kesah rancang undang undang omnibus law tambah deret rusak sistem demokrasi masih masyarakat harap sistem,0
1003,@Anprimoko,"Membalas 
@raden_aditya_Masih sama demo nolak RUU Cipta kerja, tapi pendemonya bukan dari buruh melaikan dari FPI dan Ormas 212.",balas demo tolak rancang undang undang cipta kerja demo buruh lai front bela islam organisasi massa,1
1004,@Aledhean,"Membalas 
@TsamaraDKISetau saya RUU Cipta Kerja berisi 905 halaman. Belum ada pengumuman revisi resmi atau perubahan. Bagi awam, sebaiknya tidak menyebarkan sesuatu yang Sama2 belum kita pahami & belum jelas. Jangan terprovokasi dan memprovokasi. Biar para ahli & berkompeten yg mengupas. Kawal NKRI",balas rancang undang undang cipta kerja isi halaman umum revisi resmi ubah awam sebar paham provokasi provokasi biar ahli kompeten kupas kawal negara satu republik indonesia,1
1005,@avatarkora4,Hoax Omnibus Law RUU Cipta Kerja,hoax omnibus law rancang undang undang cipta kerja,0
1006,@Perilotus,"Jika Ingin Membaca Semua Rincian *UU Omnibus Law* Silakan ke Laman di Bawah ini Sbb :

*1. RUU Cipta Kerja (Baleg DPR PDF)*
http://dpr.go.id/dokakd/dokumen/BALEG-RJ-20200605-100224-2372.pdf…

*2. RUU Cipta Kerja (Google Drive PDF)*RUU Cipta Kerja.pdf
drive.google.com",baca rincian undang undang omnibus law sila laman rancang undang undang cipta kerja baleg dewan wakil rakyat pdf,1
1007,@oliptata,Ketua DPR Rai Puan Maharani memastikan pembahasan Omnibus Law RUU Cipta Kerja akan dilakukan Transparan dan hati-hati. #OmnibusLawTransparan,ketua dewan wakil rakyat muka puan maharani bahas omnibus law rancang undang undang cipta kerja transparan hati hati,1
1008,@1106Yeye,"Proses penyusunan RUU Cipta Kerja telah melibatkan partisipasi publik baik dari unsur buruh yg diwakili Serikat Pekerja, Pengusaha, Kementerian/Lembaga.
Juga Praktisi Akademisi serta lembaga lainnya ( ILO) 
#OmnibusLawTaatProsedural",proses susun rancang undang undang cipta kerja libat partisipasi publik unsur buruh wakil serikat kerja usaha menteri lembaga praktisi akademisi lembaga ilo,1
1009,@ilhamjati4,"Membalas 
@nongandah
 @ganjarpranowo
  dan 2 lainnyaKasih pertanyaan dasar dong... Apakah mereka sudah membaca seluruh UU cipta kerja ? Kok bisa jadi Nara sumber. Jika belum pernah membaca. Kalau sudah pernah membaca dari mana mereka mendapatkan RUU cipta kerja itu.",balas kasih dasar baca undang undang cipta kerja nara sumber baca baca rancang undang undang cipta kerja,1
1010,@GugahSe,"Membalas 
@mashikamDaripada rame terus.. Mending dibatalkan aja ruu Cipta kerja.. pemerintah mending undang investor lokal aja",balas ramai mending batal rancang undang undang cipta kerja perintah mending undang investor lokal,0
